hsb,dsb
Cyłe lěto so hadźacy kral mloka nalapta.,Cełe lěto se wužowy kral mloka nalapta.
Naši susodźa su jara na wobswět dźiwacy ludźo.,Naše susedy su wjelgin na wobswět źiwajuce luźe.
Zhromadnje z Michałom Hórnikom přełožištaj Nowy zakoń do serbšćiny.,Zgromadnje z Michałom Hórnikom stej pśełožyłej Nowy testament do serbšćiny.
Rybjaca kóstka je jej w šiji tčacy wostała.,Rybjeca wósć jo jej w šyji štycecy wóstała.
Wěnowana je wona čitance „A wšudźe zlětuja kćenja“.,Pósćona jo wóna cytance „A wšuźi zlětuju kwiśonki“.
"Mopso, što ty tam činiš, chceš so ty tež kupać?","Mops, co tam gótujoš, coš se teke kupaś?"
"Što trjeba započatkar, hdyž so z rostlinami zaběrać chce?","Co trjeba zachopjeńkaŕ, gaž co se zaběraś z rostlinami?"
Na to so zwjertny a při wotsalenju hišće spěwaše.,Na to jo se wobrośił a pśi wótchadanju jo hyšći spiwał.
Po třoch dnjach běchu jeho nowe rukajcy štyriróžkate.,Pó tśich dnjach su byli jogo nowe rukajce styrirožkate.
Hnadowne město Róžant je křesćanske srjedźišćo katolskich Serbow.,Gnadowe město Róžant jo kśesćijańske srjejźišćo katolskich Serbow.
"Wonej so z Michałom zetkaštej, piwo pijachu a kopańcu hladachu.","Wónej stej se z Michałom zmakałej, su piwo pili a kopańcu glědali."
Ratarske towarstwa dyrbjachu so po swojich wobsahach a zaměrach změnić.,Rolnikaŕske towaristwa su musali se pó swójich wopśimjeśach a zaměrach změniś.
"Abtojo a abatisy, kotrež klóštram předsteja, maja wuznam wysokorjadnych politikarjow.","Abty a abatise, kótarež pśedstoje kloštarjam, maju wuznam kradu wuznamnych politikarjow."
"Wšitcy so nětk wjesela, zo Syman rady sankuje.","Wšykne se něnto wjasele, až Syman rad sańkujo."
"Moji knježa, ja dyrbju wam něšto prajić.","Móje kněze, ja musym wam něco groniś."
Z wulkim napinanjom so jemu poradźi hałzu wišniny přimnyć.,Z wjelikeju procu jo se jomu raźiło gałuz wišniny pśimnuś.
Zapodać maja so stajnje 3 jejka za jednu kolekciju.,Zapódaś maju se stawnje 3 jajka za jadnu kolekciju.
"Kaž tehdy, jako so pisana ćipka z jejka wudypa.","Ako tegdy, ako jo se pisane kurje z jaja wudypało."
"Čorni kaž nóc, šěri kaž dźeń, zawołachu jěcharjo.","Carne ako noc, šere ako źeń, su zawołali rejtarje."
Snano je runje tu rozmyslowanje wot nas prašane.,Snaź jo rowno how pśemyslowanje wót nas pšašane.
"Požadarjo běchu šule, towarstwa, SLA a dalši.","Kandidaty su byli šule, towaristwa, SLA a dalšne."
Wulki koncern chce nowe składźišća wuhla wotkryć.,Wjeliki koncern co nowe skłaźišća wugla wótekšyś.
Wot dźěłoweho kruha a knjeza Schramma so temy namjetuja.,Wót źěłoweje kupki a kněza Schramma se temy naraźiju.
Měšane a jehlinowe lěsy skića domjacym rostlinam a zwěrjatam cyrobu a škit.,Měšane a jeglinowe góle póbituju domacnym rostlinam a zwěrjetam šćit.
"Njeje ničo prajił, staj so zwěrować dałoj, stawnisce.","Njejo nic gronił, stej se zwěrowaś dałej, stawniski."
Hudźbnikaj (wotprawa) zawčerawšim na literarno-hudźbnym zarjadowanju w Slepjanskim SKC (foto).,Muzikarja (wótpšawa) pśedcora na literarno-muzikowem zarědowanju w Slěpjańskem SKC (foto).
"Aktualizujće nastajenja, zo byšće awtomatisce rozprawy wotpósłał, hdyž  spadnje.","Aktualizěrujśo nastajenja, aby awtomatiski rozpšawy wótpósłał, gaž se  wowalujo."
"Nó haj, njedam so tola wot tych za nós wodźić.","No jo, njedajom se tola wót tych za nos wóźiś."
Na programje steji mjez druhim wopyt domizniskeho muzeja w Janšojcach.,Na programje stoj mjazy drugim woglěd domowniskego muzeuma w Janšojcach.
"Wšitcy třo hladachu do doła, hdźež swěcy wjeski frinkotachu.","Wšykne tśi su glědali do doła, źož su se swětła jsy błyskotali."
Šulerjo so w interneće wo dalewjedźacych šulach informuja.,Wukniki informěruju se w interneśe wó dalejwjeźecych šulach.
"Wopodstatni, čehodla su čłowjekojo kamjentneje doby tute zwěrjata najskerje molowali!","Wobtwarźi, cogodla su luźe kamjenjaneje doby nejskerjej mólowali toś te zwěrjeta!"
Wšitcy mějachu dosć dołha a njewědźachu sej žaneje dołha rady.,Wšitcy mějachu dosć dołha a njewědźachu sej žaneje dołha rady.
W rysowance su jenož wobrysy powoznamjenjene.,W kreslance su jano wobcerjenja pócerjone.
"To praji Dora Gebauerowa, kotraž bě Vattenfallej namjetowała twórby wustajeć.","To jo groniła Dora Gebauerowa, kótaraž jo Vattenfalloju naraźiła twóŕby wustajiś."
Zhromadne dźěło móžeše so z tym bytostnje polěpšić.,Zgromadne źěło jo se mógało z tym bytostnje pólěpšyś.
Knježny a mniša stanu so logisce přeco swětniši a komodni.,Kněže a mnichy bywaju logiski pśecej swětnjejše a pśigódnjejše.
Serbski institut přihotuje tuchwilu swój prěni wokolnik.,Serbski institut pśigótujo tuchylu swój prědny wokolnik.
Potom wobleče sej swoje dźěłowe drasty a hižo móžeše započinać.,Pótom jo sebje woblakła swóje źěłowe drastwy a južo jo mógała zachopiś.
A druhdy maja tež woni něšto rjaneho powědać.,A wótergi maju teke wóni něco rědnego wulicowaś.
Dalše ćežišćo su inteligentne wobchadne systemy na zakładźe wodźika.,Dalšne śěžyšćo su inteligentne wobchadowe systemy na zakłaźe wóźika.
"Łožo pódla njeho bě prózdne, žona bě hižo stanyła.","Póstola pódla njogo jo była prozna, žeńska běšo južo stanuła."
Towarstwo bu před dwaceći lětami załožene.,Towaristwo jo se pśed dwaźasća lětami załožyło.
Po cyłym kraju nastachu tak nowe mošeje a koranowe šule.,Pó cełem kraju su tak nastali nowe mošeje a koranowe šule.
Ty dyrbjał so zaso raz dušować abo sej dejo wobstarać.,Ty dejał se zasej raz dušowaś abo sebje deo wobstaraś.
Zhromadne dźěło chcetej šuli dołhodobnje pohłubšić a dale wjesć.,Zgromadne źěło cotej šuli dłujkodobnje pódłymiś a dalej wjasć.
W lěsu pyta sej hólc so hodźacy kij za pućowanje.,W góli pyta gólc sebje pasujucy kij za drogowanje.
Poschod wyše knježeše pola Christiana Dollingera přeco hoberski nawal.,Nastwaŕk wušej jo kněžył pla Christiana Dollingera pśecej wjelicki nawal.
"Skelet hłowy (nop), skelet tyłowa z rjapom a hrudźnom.","Skelet głowy (nop), skelet tyłowa z rěpjom a gruźami."
Woni chcedźa suwerenitu přez přibrjóžne kónčiny dale rozpřestrěć.,Wóni kśě suwerenitu dalej rozšyriś pśez pśibrjozne strony.
K narodninam dósta Hańža taflu šokolady.,K narodnemu dnju jo dostała Hańža toflu šokolady.
Tohodla stajamy wosebje zhromadnosć mjez generacijemi do srjedźišća.,Togodla stajamy wósebnje zgromadnosć mjazy generacijami do srjejźišća.
"Stepa je krajina, w kotrejž jenož trawy rostu.","Štepa jo krajina, w kótarejž rostu jano tšawy."
"Wona toho čłowjeka, kotrehož lubuje, před wšěmi wohroženjemi škita.","Wóna šćita cłowjeka, kótaregož lubujo, pśed wšyknymi wobgrozenjami."
Pod hesłom „Přechod“ zahaji so we wustajeńcomaj swjedźeń.,Pód gronidłom „Pśechod“ jo se zachopił we wustajeńcoma swěźeń.
Skedźbnje jeje nohu wućahny a dźěru spěšnje z wołmu zatyka.,Rozglědniwje jo wuśěgnuło jeje nogu a jo źěru malsnje zatykało z wałmu.
Hižo pjeć razow wudoby sej titul swětoweho mištra.,Južo pěś razow jo zdobył titel swětowego mejstarja.
Ekspertiza měła Serbstwo w jednotliwych delnjołužiskich hamtach přepytować.,Ekspertiza dejała Serbstwo pśepytowaś w jadnotliwych dolnołužyskich amtach.
Wotrjadnica za centralny běrowowy management to piše.,Wjednica wótźělenja za centralny běrowowy management to pišo.
"Štóž jako prěni krónu přimnje, je mejski kral.","Chtož ako prědny kronu pśimnjo, jo majski kral."
Farar Tilmann Popp skutkuje w studentskej wosadźe w Drježdźanach.,Faraŕ Tilmann Popp statkujo w studentskej wósaźe w Drježdźanach.
Radijo bě za mnje tehdy wulke wolóženje.,Radijo jo za mnjo było tencas wjelike wólažcenje.
Ja połožich nóž pódla łžicy a wobhladach sej połny taler.,Ja som połožył nož pódla łžyce a som sebje woglědał połny talaŕ.
Optimalne zwoprawdźenje statnych wobłukowych wuměnjenjow na wšěch runinach zarjadnistwa.,Optimalne zwopšawdnjenje statnych wobłukowych wuměnjenjow na wšych rowninach zastojnstwa.
Socialne poćahi a zhromadne aktiwity su wažne za zhromadnosć.,Socialne póśěgi a zgromadne aktiwity su wažne za zgromadnosć.
"Wobsteji móžnosć, přez pohibliwe sćěnowe elementy wulku pohibowansku rumnosć stworić.","Wobstoj móžnosć, z pógibnymi sćěnowymi elementami wjeliku rumnosć za pógibowanje stwóriś."
Poprawom traje azylowe jednanje dźesać měsacow.,Pópšawem trajo azylowe jadnanje źaseś mjasecow.
"Dźěći, młodostni a dorosćeni dźěłachu pilnje a zaměrnje.","Źiśi, młodostne a dorosćone su pilnje a zaměrnje źěłali."
"Naš chłódźak chłódźi zežiwidła, zo njebychu so skazyli.","Naš chłodnik chłoźi zežywidła, aby se njeskazyli."
Móžeš mi pjećeurowku na drobne pjenjezy zaměnić?,Móžoš mě pěśeurowku do drobnych pjenjez zaměniś?
Strukturnu změnu we Łužicy njesměli jenož etablěrowanym mocam přewostajić.,Strukturnu změnu we Łužycy njesměli jano pśewóstajiś etablěrowanym mócam.
"Zwjetša měnimy tropiski dešćowy lěs, hdyž rěčimy wo dešćowym lěsu.","Zwětšego měnimy tropiski dešćowy lěs, gaž powědamy wó dešćowem lěsu."
"Mi je wšojedne, hač ty sobu přińdźeš abo nic.","Mě jo wšojadno, lěc sobu pśiźoš abo nic."
"Wona zamołwitych tuž namołwja, projekt dale wjesć.","Wóna zagronitych toś napomina, projekt dalej wjasć."
Wědomostnicy maja zwěrjatam potajkim sami slědować.,Wědomnostniki maju zwěrjetam pótakem sami slědowaś.
Chwatnu předań bě knježerstwo z wulkej nuzu wopodstatniło.,Chwatnu pśedań jo kněžaŕstwo wobtwarźiło z wjelikeju nuzu.
"Tute mjezsobnemu zrozumjenju, zhromadnej zamołwitosći a tež mjezsobnej dowěrje polěkuja.","Toś te mjazsobnemu rozměśeju, zgromadnej zagronitosći a teke mjazsobnej dowěrje pśipomagaju."
W Zhorjelcu a Drježdźanach pleděruja za mjezu překročace přizamknjenje.,W Zgórjelcu a Drježdźanach pleděruju za granicy pśestupujuce pśizamknjenje.
"Ja njepřińdu do bydlenja nutř, dokelž njejstaj mojej staršej doma.","Ja njepśidu do bydlenja nutś, dokulaž njejstej mójej starjejšej doma."
Hospodarstwo a industrija běštej tu hišće mało wuwitej.,Góspodaŕstwo a industrija stej byłej how hyšći mało wuwitej.
"Najwjetši čas, sej wón mysleše, a jědźeše přeco spěšnišo.","Nejwětšy cas, jo wón se myslił, a jo jědł pśecej malsnjej."
Za Łazom so wotrězki přirodneho rěčnišća z kanalemi wotměnjeja.,Za Łazom se wótrězki pśirodnego rěcyšća z kanalami wótměnjaju.
Pěstowarka móže na dołhu skutkownosć wróćo zhladować.,Źiśownica móžo na dłujke statkowanje slědk glědaś.
Wona je zastupowaca čłonka w Sakskim wuběrku za młodźinsku pomoc.,Wóna jo zastupujucy cłonk w Sakskem wuběrku za młoźinsku pomoc.
Druhi dźěl konferency wěnuje so šulskemu systemej mjeńšinowych rěčow.,Drugi źěl konferency pósćiwa se šulskemu systemoju mjeńšynowych rěcow.
Vatikanske město je najmjeńši kraj swěta.,Vatikańske město jo nejmjeńšy kraj swěta.
W nocy přićahny hrozne njewjedro z mócnym dešćom.,W nocy jo pśiśěgnuło grozne njewjedro z mócnym dešćom.
Wotpowědnje zestawje wobydlerjow přisłuša internatnej radźe hač do wosom šulerjow.,Wótpowědujucy zestajenju wobydlarjow pśisłuša internatnej raźe až do wósym wuknikow.
Bjez někajkich narokow spachmy na hołym špundowanju.,Bźez někakich wupominanjow smy spali na gołym špundowanju.
Tohorunja chcedźa strony kooperaciju z Berlinom spěchować.,Tejerownosći kśě strony spěchowaś kooperaciju z Barlinjom.
"Wón je drje připrajił, ale nětko je něšto prěki přišło.","Wón drje jo pśilubił, ale něnto jo něco naprěki pśišło."
Mjez čłonami Serbskeje Lěwicy njeje to jenož přihłosowanje wubudźiło.,Mjazy cłonkami Serbskeje Lěwice njejo to jano pśigłosowanje wubuźiło.
Ludźo dołho za kłokami pytachu a je njenamakachu.,Luźe su pytali dłujko za šypami a njejsu je namakali.
Dźěło při temperaturach pod dźesać stopnjemi njebě ničo njewšědneho.,Źěło pśi temperaturach pód źaseś stopnjami njejo było nic njewšednego.
Róla  za přidatk  do  změnjena.,Rola  za dodank  do  změnjona.
Dobyćerka smě potom z kralom kokotałapanja reje wotewrić.,Dobyśaŕka smějo pótom z kralom kokotanja reje wótwóriś.
Lěsna pastwa wotpadny a łuki so polěpšichu.,Gólna pastwa jo wótpadnuła a łuki su se pólěpšyli.
Sotře bachtaštej a při tym piještej słódki liker.,Sotšy stej se rozgranjałej a pśi tom stej piłej słodki liker.
"„Ale nochcemy na žadyn pad přěhrać“, připowědźi Bejmak bojownisce.","„Ale njocomy na žeden pad zejgraś ”, jo Bejmak pśipowěźeł wójowaŕski."
Didaktiske a wučbne materialije zhotowja so mašinelnje.,Didaktiske a wucbne materialije se mašinelnje zgótuju.
Tole je přiznak zhromadneho dźěła z nabožinami.,To jo znamuško zgromadnego źěła z nabóžninami.
Słónco je mjeztym za dešćowym njebjom wulězło a je tužno.,Słyńco jo mjaztym za dešćowym njebjom wulězło a jo tešno.
30 000 hosći je w Grodku domizniski swjedźeń swjećiło.,30 000 gósći jo w Grodku domowniski swěźeń swěśiło.
W dojednanym času zetkaja so šulerjo z hajnikom w lěsu.,W dojadnanem casu se zmakaju wukniki z góńtwarjom w góli.
Potom wotwjertny młynkec wuj Mikławš spušćadłowu zawěru bliskeho młyna.,Pótom jo młynikojc wujk Mikławš spušćadłowu zawěru bliskego młyna wótwjertnuł.
Jenož tohodla móža magnety železo přićahować.,Jano togodla mógu magnety zelezo pśiśěgowaś.
W našej gmejnje potrjechi to dohromady sydom swójbow.,W našej gmejnje pótrjefijo to dogromady sedym familijow.
Tak chce Baršćanski wyši měšćanosta za přisłušnosć wabić.,Tak co baršćański wušy šołta za pśisłušnosć wabiś.
Něhdźe 200 dalšich družin hribow je za čłowjeka jědojtych.,Něźi 200 dalšnych družynow gribow jo za luźi gadowatych.
To so mi častodosć njeje tak prawje poradźiło.,To njejo se mě cesto tak pšawje raźiło.
"Parna młóćawa tu bě, ale jeno za pšeńcu a wows.","Spaŕna młośawa how jo była, ale jano za pšenicu a wows."
Wot loni njetrjebachmy bohudźak žane nowe kredity brać.,Wót łońskego lěta njejsmy trjebali boguźěk braś žednych nowych kreditow.
"Něšto zatřepota hišće w nim, kaž po wulkim straše.","Něco jo se hyšći we njom zatśěsło, ako pó wjelikem tšachu."
"Lawdator, wjelelětny financny měšćanosta Michael Böhmer, so jemu dźakowaše.","Lawdator, dłujkolětny financny šołta Michael Böhmer, jo se jomu źěkował."
Z 20 eurami lětsa najlěpši předewzaćelski koncept w IT-branši počesća.,Z 20 eurami lětosa nejlěpšy pśedewześaŕski koncept w IT - branže wuznamjeniju.
Hač do dźensnišeho wobstawaja někotři spisowaćeljo na starym němskim prawopisu.,Až do źinsajšnego wobstawaju někotare spisowaśele na starem nimskem pšawopisu.
"Wón hladaše, kaž njeby hišće ženje tajki wobraz widźał.","Jo glědał, ako njeby hyšći žednje wiźeł taki wobraz."
Cyle w bliskosći potrjecheneje kónčiny wokoło Norcije leži město Terni.,Ceło w bliskosći pótrjefjonych stronow wokoło Norcije lažy město Terni.
Za zamóžnu ludnosć běchu kucharjo statusowy symbol.,Za zamóžnu ludnosć su byli kucharje statusowy symbol.
"Derje je tež, zo Sakska iniciatiwu podpěruje.","Derje jo teke, až Sakska iniciatiwu pódpěrujo."
Tam chcedźa doskónčny program Domowiny 2025 rozjimać.,Tam kśě dokóńcny program Domowiny 2025 diskutěrowaś.
Podhladny muž so tuchwilu wot statneho rěčnika přesłyšuje.,Pódglědny muski se tuchylu wót statnego rěcnika pśesłuchujo.
"Najlěpje je, zo wołataj cyle wótře za jednym dorosćenym.","Nejlěpjej jo, až wołatej ceło głosnje za jadnym dorosćonym."
Moje dobre přećelki pochadźeja ze Zabroda.,Móje dobre pśijaśelki póchadaju ze Zabroda.
Krajny sejm je namjety přijał a čłonow do zastojnstwa powołał.,Krajny sejm jo naraźenja pśiwzeł a pówołał cłonkow do amta.
Móžeš pak runje tak derje do leksikona přisłowow pohladać.,Ale móžoš rowno tak derje do leksikona pśisłowow póglědnuś.
Wot  wotzjewjeny.,Wót  wótzjawjony.
Po tym sćěhuje pomjenowanje přez cyrkwinske předstejićerstwo.,Pó tom slědujo pomjenjenje pśez cerkwine pśedsedaŕstwo.
Posledni raz su je před pjeć lětami widźeli.,Slědny raz su jo pśed pěś lětami wiźeli.
Typiske za wsy a jich wokolinu je ratarstwo.,Typiske za jsy a jich wokolinu jo rolnikaŕstwo.
Na spočatku swojeho eposa napisa wěnowanje za swoju swójbu.,Na zachopjeńku swójogo eposa jo napisał wěnowanje za swóju familiju.
Dźěłarnička ewangelskich wosadow wotmě so kónc tydźenja z kulturnym programom.,Workshop ewangelskich wósadow jo se wótměł kóńc tyźenja z kulturnym programom.
Wulka woda je nětko kóžde lěto ekstremniša.,Wjelika wóda jo něnto kužde lěto ekstremnjejša.
Wažne tež je: Kaž germanske rěče tež bołharšćina artikle wužiwa.,Wažne teke jo: Rowno tak ako germańske rěcy wužywa teke bulgaŕšćina artikle.
To by mi municiju a čas lutowało.,To by mě municiju a cas lutowało.
Tež žony dyrbjeli so hišće wobšěrnišo w hospodarskim wuwiću wobkedźbować.,Teke žeńske dejali se hyšći wobšyrnjej wobglědowaś w góspodaŕskem wuwiśu.
